id, date, question;;;
2018D20237, 2018-3-19,Deelt u de mening dat de lasten niet opgedreven zouden moeten worden zeker niet nu het economisch weer beter gaat?;;;
2018D20237, 2018-3-19,Hoe valt deze lokale vliegtaks te rijmen met het gesloten stelsel van lokale belastingen? Kan de gemeente zomaar deze eigen belasting heffen? Wat zijn de juridische bezwaren hiertegen?;;;
2018D20237, 2018-3-19,Kunt u hierbij ook ingaan op de in Amsterdam voorgestelde «cruisebelas-ting» zoals beschreven in Binnenlands Bestuur?2;;;
2018D20237, 2018-3-19,Zijn er meer gemeenten die op deze wijze een extra belasting verzinnen? Zo ja kunt u een lijst geven en aangeven wat u hier tegen doet?;;;
2018D20237, 2018-3-19,Is het toevallig dat Eindhoven ook al de gemeente was met de grootste stijging in de onroerende zaakbelasting (ozb) te weten 94%? Zijn er financiële problemen bij deze gemeente?;;;
2018D20237, 2018-3-19,Hoe wordt voorkomen dat meer gemeenten een eigen vliegtaks of andersoor-tige taks gaan heffen teneinde de gemeentekas te vullen?;;;
2018D20237, 2018-3-19,Deelt u de mening dat een dergelijke lokale vliegtaks onwenselijk zou zijn?;;;
2018D20237, 2018-3-19,Hebben de andere aandeelhouders zoals de provincie Noord-Brabant en Schiphol zich al uitgesproken?;;;
2018D20237, 2018-3-19,Hoe verhoudt deze belasting zich tot het algemene luchtvaartbeleid? Zorgt dit niet voor relatief meer druk op Schiphol? Wat is de elasticiteit van het vliegverkeer?;;;
2018D20237, 2018-3-19,Wat doet dit voor de concurrentiepositie van Eindhoven en Eindhoven airport?;;;
2018D20237, 2018-3-19,Hoeveel banen levert Eindhoven airport op zowel direct als indirect?;;;
2018D20237, 2018-3-19,Hoe wordt voorkomen dat deze heffing bij strijdigheid met het gesloten stelsel van de lokale lasten op een andere manier doorgevoerd wordt bijvoorbeeld via de luchthaventarieven of via de toeristenbelasting?;;;
2018D20237, 2018-3-19,Hoe verhoudt deze lokale belasting zich tot het landelijke beleid waarbij getracht wordt om de milieuschade te beperken maar tegelijkertijd vliegen niet onnodig duur te maken voor de Nederlanders en het bedrijfsleven? Loopt deze mogelijke heffing daar doorheen?;;;
2018D20237, 2018-3-19,Kunt u bij de gemeente Eindhoven aangeven dat een leefbaarheidsfonds zeer belangrijk is maar ook op andere wijze binnen de begroting gevuld kan worden anders dan het heffen van een nieuwe niet-legitieme belasting?;;;
2018D20640, 2018-3-20,Bent u bekend met het bericht «EU accepts ICAO CORSIA rules package but has concerns over emissions units and sustainable fuels criteria»1 en de officiële reactie van de Europese Commissie op het voorstel van de Internati-onale Burgerluchtvaartorganisatie (ICAO) over hoe de wereldwijde luchtvaart-sector ervoor gaat zorgen dat er na 2020 enkel nog CO2-neutrale groei plaatsvindt in het kader van het Klimaatakkoord van Parijs (CORSIA)?2;;;
2018D20640, 2018-3-20,Deelt u de mening dat een internationaal systeem voor het beteugelen van emissies van de luchtvaart broodnodig is in het kader van het behalen van de Parijse klimaatdoelstellingen en dat er daarom haast gemaakt moet worden met het vaststellen en implementeren van dit systeem? Zo nee waarom niet?;;;
2018D20640, 2018-3-20,Kunt u in detail aangeven wat de Nederlandse inbreng binnen ICAO op dit punt tot nu toe is geweest en hoe dit zich verhoudt tot het resultaat dat nu op tafel ligt? Zo nee waarom niet? Zo ja wat is uw appreciatie van de vergelij-king?;;;
2018D20640, 2018-3-20,Deelt u de zorgen over de vraag of de luchtvaart met deze voorstellen inderdaad het toegezegde resultaat van CO2-neutrale groei na 2020 zal bereiken? Zo ja kunt u aangeven waarop dat vertrouwen is gebaseerd? Zo nee waarom niet? 1 GreenAir online.com 7 maart 2018: http://www.greenaironline.com/news.php?v;;;
2018D20640, 2018-3-20,Deelt u de mening dat een internationaal systeem niet kan werken zonder transparantie en bijsturing en dat de voorgestelde systematiek omtrent monitoring verslaglegging en verificatie daarom niet zoals wordt voorge-steld vrijwillig moet zijn maar verplicht? Zo nee waarom niet? Zo ja is dat wat u namens Nederland heeft ingebracht?;;;
2018D20640, 2018-3-20,Deelt u de mening dat het erg vreemd is dat er nu geen enkele consequenties zijn ingebouwd voor wanneer landen zich niet houden aan de standaarden en aanbevelingen die worden voorgesteld en dat er dus instrumenten moeten komen om naleving ook daadwerkelijk af te dwingen? Zo nee waarom niet? Zo ja is dat wat u namens Nederland heeft ingebracht?;;;
2018D20640, 2018-3-20,Erkent u dat uit studies van onder andere de Europese Commissie4 naar voren komt dat meer dan de helft van de CO2-compenserende projecten niet de beoogde CO2-reductie halen en dat het daarom nodig is dat deze projecten nauw onderzocht worden en er gedifferentieerd moet worden tussen effectieve en niet-effectieve projecten? Zo nee waarom niet? Zo ja is dat wat u namens Nederland heeft ingebracht?;;;
2018D20640, 2018-3-20,Klopt het dat veel van de duurzaamheidseisen voor biobrandstoffen het voorstel niet hebben gehaald en dat de kans daarmee groot is geworden dat er biobrandstoffen gebruikt gaan worden die een schadelijk effect hebben op water bodem en luchtkwaliteit? Zo ja hebt u namens Nederland gepleit voor (behoud van) strenge duurzaamheidseisen voor biobrandstoffen? Zo nee waarom niet?;;;
2018D20640, 2018-3-20,Klopt het dat landen als Rusland en Brazilië geen onderdeel vormen van CORSIA maar wel actief betrokken zijn in het proces rondom CORSIA? Deelt u de mening dat het beter is om met de groep landen die zich wel committe-ren een meer ambitieuze kopgroep te vormen? Zo nee waarom niet? Zo ja is dat wat u namens Nederland heeft ingebracht?;;;
2018D20640, 2018-3-20,Bent u nu het uiteindelijke voorstel voor CORSIA bekend is bereid om alle hierboven genoemde zaken in het vervolgproces in Europees verband en in ICAO-verband (al dan niet alsnog) namens Nederland in te brengen? Zo nee waarom niet?;;;
2018D20640, 2018-3-20,Kunt u in dat verband aangeven hoe u tot nu toe uitvoering heeft gegeven aan de motie-Mulder/Van Veldhoven over terugdringen van CO2 in de luchtvaart binnen de Europese Unie (Kamerstuk 21 501-08 nr. 687) en hoe u in het vervolgproces uitvoering zal geven aan deze motie?;;;
2018D20640, 2018-3-20,Kunt u deze vragen afzonderlijk en ruim voor het algemeen overleg Lucht-vaart d.d. 15 mei 2018 beantwoorden?;;;
2018D20646, 2018-3-20,Bent u op de hoogte van de geluidoverlast en overlast door fijnstof die de inwoners van Harderwijk ervaren en die veroorzaakt wordt door de A28?1;;;
2018D20646, 2018-3-20,Klopt het dat de geluidsproductieplafonds in de aangrenzende woonwijken op grond van de Wet milieubeheer worden overschreden?;;;
2018D20646, 2018-3-20,Kunt u toelichten waarom bij de nieuwbouwwijk Harderweide geluidsscher-men van 8 meter tot 12 meter hoog nodig zijn terwijl bij bestaande wijken zoals Stadsweiden de verouderde schermen van 25 meter tot 3 meter afdoende zouden moeten zijn?;;;
2018D20646, 2018-3-20,Klopt het dat Rijkswaterstaat plannen heeft om de verouderde geluidsscher-men na 2020 te vervangen maar dat de schermen even hoog blijven als de bestaande schermen? Bent u bereid om te onderzoeken of de vervanging eerder kan plaatsvinden? Bent u bereid om samen met Rijkswaterstaat de betrokken gemeente en de provincie te overleggen over het verhogen van de geluidsschermen om geluidsoverlast en fijnstof in de woonwijken terug te dringen waarbij de kosten eventueel kunnen worden gedeeld? Zo nee waarom niet?;;;
2018D20646, 2018-3-20,Klopt het dat bij vervanging van geluidsschermen de Wet geluidhinder niet van kracht is? Zo ja kunt u dit toelichten?;;;
2018D20646, 2018-3-20,Zijn geluidsoverlast en overlast door fijnstof onderdeel van het onderzoek dat wordt uitgevoerd in het kader van het Meerjarenprogramma Infrastructuur Ruimte en Transport (MIRT) naar de toegenomen drukte op de A28? Zo nee bent u bereid dit onderwerp toe te voegen aan het MIRT-onderzoek aangezien in het onderzoek wordt gekeken naar welke opgaven er op korte en langere termijn spelen en dat het uitgangspunt een slim en duurzaam vervoersysteem is? Bent u het ermee eens dat bij een slim en duurzaam vervoersysteem ook het terugdringen van geluidsoverlast en uitstoot van fijnstof horen?2;;;
2018D20649, 2018-3-20,Kent u het bericht «Verhoging geluidswal langs A20 bij Maassluis in zicht»1 van 8 maart 2018 bij WOS.nl de lokale omroep voor Westland Maassluis Midden-Delfland en Hoek van Holland?;;;
2018D20649, 2018-3-20,Bent u ervan op de hoogte dat de bewoners tussen de Bomenbuurt en het Kastanjedal enerzijds en de A20 anderzijds al vele jaren een enorme geluidsoverlast te verduren hebben en dat gesprekken tussen de gemeente de DCMR Milieudienst Rijnmond en Rijkswaterstaat tot nu toe niet tot actie hebben geleid?;;;
2018D20649, 2018-3-20,Bent u ervan op de hoogte dat de geluidsoverlast is toegenomen sinds de maximum snelheid is verhoogd naar 130 km per uur?;;;
2018D20649, 2018-3-20,Klopt het dat Rijkswaterstaat van mening is dat de geluidsoverlast binnen de normen blijft en klopt het dat die conclusie is gebaseerd op berekeningen in plaats van metingen?;;;
2018D20649, 2018-3-20,Houden de normberekeningen rekening met de inmiddels hogere maximum snelheid van 130 km/u? Zo nee waarom niet?;;;
2018D20649, 2018-3-20,Klopt het dat tijdens gesprekken in 2016 tussen de Maassluisse wethouder en Rijkswaterstaat de optie is besproken voor de uitbreiding van de geluidswal maar dat Rijkswaterstaat aangegeven heeft hier geen heil in te zien? Wat was 1 WOS.nl 8 maart 2018 http://www.wos.nl/verhoging-geluidswal-langs-a20-bij-maassluis-is-in-zicht/nieuws/item?1070492    kv-tk-2018Z05006’s-Gravenhage 2018 Tweede Kamer vergaderjaar 2017–2018 Vragen 1de reden dat Rijkswaterstaat geen medewerking wil verlenen aan het verminderen van de geluidsoverlast?;;;
2018D20649, 2018-3-20,Wat is volgens u de rol/taak die Rijkswaterstaat heeft in het voorkomen van geluidsoverlast van de A20 voor de bewoners?;;;
2018D20649, 2018-3-20,Klopt het dat Rijkswaterstaat al zeker sinds 2014 bezig is met het akoestisch onderzoek en dat dit onderzoek pas in 2020 afgerond zal zijn met een plan van aanpak? Waarom duurt dit zo lang en waarom worden er geen geluidsre-ducerende maatregelen genomen?;;;
2018D20649, 2018-3-20,Bent u ervan op de hoogte dat bewonersverenigingen en de lokale politiek klaar staan om goedkope en duurzame initiatieven te nemen om de geluids-overlast aan te pakken? Bent u bereid Rijkswaterstaat opdracht te geven mee te laten denken mee te laten werken en zo mogelijk mee te laten investeren om deze jarenlange slepende kwestie te helpen oplossen?;;;
2018D21093, 2018-3-21,Kent u het bericht «Investering in sluis in Afsluitdijk moet economische kansen bieden voor Overijssel»1?;;;
2018D21093, 2018-3-21,Bent u het eens met de conclusie dat de betrouwbaarheid van de bruggen bij Kornwerderzand ondanks de uitgevoerde en geplande onderhoudsinspannin-gen niet gegarandeerd kan worden voor de resterende levensduur?;;;
2018D21093, 2018-3-21,Ziet u kansen om het gezamenlijke projectvoorstel van het Rijk en de regio voor de verbreding van de sluis bij Kornwerderzand en een totale vernieu-wing van de bruggen op korte termijn alsnog mee te nemen binnen het project Afsluitdijk nu hier sprake is van een meevaller van € 81 miljoen en wetende dat dit ook tot financiële synergie zal leiden?;;;
2018D21093, 2018-3-21,Kunt u gelet op de motie-van de Graaf c.s. (Kamerstuk 34 775-A nr. 34) de Kamer drie weken voor de presentatie van de voorjaarsnota informeren over de hoofdlijnen van het gezamenlijke projectvoorstel van het Rijk en de regio voor de verbreding van de sluis bij Kornwerderzand inclusief rekening houdend met de mogelijke vrijval van € 81 miljoen na de aanbesteding van de nieuwe Afsluitdijk een financieringsvoorstel? Kunt u hierin de noodzaak tot versnelde vervanging van de bruggen meenemen?;;;
2018D21099, 2018-3-21,Heeft u kennisgenomen van de door sectororganisaties ontwikkelde beslissystematiek voor het in uitzonderingssituaties inzetten van een hijskraan met werkbak bij de sanering van asbestdaken en van het ondersteunende onderzoeksrapport van Aboma?1;;;
2018D21099, 2018-3-21,Hoe waardeert u de constatering van Aboma dat in Nederland de voorwaar-den voor gebruik van hijskranen met werkbakken in uitzonderingssituaties (artikel 7.23d eerste lid Arbeidsomstandighedenbesluit) veel strenger zijn dan in omliggende Europese lidstaten waar bijvoorbeeld geen tijdsrestrictie van toepassing is?;;;
2018D21099, 2018-3-21,Deelt u de constatering van Aboma dat asbestdaken in verband met de leeftijd vaak een verzwakte of onbetrouwbare draagconstructie hebben en het daarom onwenselijk is om tijdens asbestsanering het dak als werkplatform te gebruiken?;;;
2018D21099, 2018-3-21,Deelt u de constateringen van Aboma dat specifieke machines als alternatief voor de hijskraan met werkbak in uitzonderingssituaties op korte termijn niet beschikbaar zijn en dat hoogwerkers met een groot bereik in zijwaartse richting onvoldoende veilig zijn?;;;
2018D21099, 2018-3-21,Deelt u de conclusie van Aboma dat de door de sectororganisaties opge-stelde beslissystematiek een goede methode is om in uitzonderingssituaties te komen tot een afweging voor het gebruik van een kraan met werkbak zeker na in achtneming van de gegeven aanbevelingen?;;;
2018D21099, 2018-3-21,Bent u bereid gelet op de aangenomen motie-Bisschop c.s. (Kamerstuk 25 883 nr. 308) en de urgentie van de asbestsaneringsopgave op basis van de door de sectororganisaties opgestelde beslissystematiek op korte termijn in ieder geval tijdelijk ruimte te bieden voor het gebruik van hijskranen met werkbakken bij sanering van grote en moeilijk bereikbare dakoppervlakten en met een structurele oplossing te komen als het door u geïnitieerde onderzoek afgerond is?;;;
2018D21365, 2018-3-22,Bent u bekend met het bericht over het afsluiten van de A4 tussen Hoogmade en Roelofarendsveen vanwege de verspreiding van een lading asbest?1;;;
2018D21365, 2018-3-22,Welke regels gelden op basis van de huidige wet- en regelgeving voor het transport van asbest voor zowel particulieren als professionals? Deelt u de mening dat deze informatie moeilijk of niet te achterhalen is op de website van de rijksoverheid?;;;
2018D21365, 2018-3-22,Voldeed het betreffende transport aan de geldende regelgeving?;;;
2018D21365, 2018-3-22,Welke soort asbest is bij het ongeval op de A4 geconstateerd? Hoe lang heeft het geduurd voordat de omgeving asbestveilig of asbestvrij is verklaard?;;;
2018D21365, 2018-3-22,Bent u van mening dat niet-luchtdoorlatende folie een afdoende verpakking is voor het vervoeren van verwijderde asbest?;;;
2018D21609, 2018-3-26,Kent u het artikel «Maasvlakte: buitenlanders vrijuit op milieuzone»?1;;;
2018D21609, 2018-3-26,Is er sprake van ongelijke behandeling van verschillende nationaliteiten voor toegang op de Maasvlakte? Zo ja waarom?;;;
2018D21609, 2018-3-26,Wordt er nog gehandhaafd?;;;
2018D21609, 2018-3-26,Als de informatie over Euroklasse van buitenlandse vrachtwagens ontbreekt waarom worden deze vrachtwagens dan wel toegelaten? Zou het niet verstandiger zijn deze milieuzone op te schorten totdat dit goed en eerlijk geregeld is? Of iedereen toe te laten ongeacht emissienormen?;;;
2018D21609, 2018-3-26,Als er geen afspraken zijn met derdenlanden waar veel truckers en hun wagens vandaan komen bent u bereid afspraken te maken met derdenlanden om ook Euro emissieklassen kenbaar te krijgen of in ieder geval de boetes inbaar te laten zijn?;;;
2018D21609, 2018-3-26,Deelt u de mening dat hier sprake is van meten met twee maten en geen eerlijke concurrentie kan plaatsvinden?;;;
2018D21609, 2018-3-26,Als er geen gelijke behandeling is en handhaving ontbreekt hoe lang laten we dit nog voortduren en welke maatregelen zijn op korte termijn denkbaar om een einde te maken aan deze ongewenste situatie?;;;
2018D21609, 2018-3-26,Wat gaat het kabinet doen aan deze situatie? Welke stappen worden genomen en op welk bestuursniveau?;;;
2018D21609, 2018-3-26,Bent u bereid in contact te treden met belanghebbenden zoals het havenbe-drijf TLN de gemeente Rotterdam en de ILT om tot een oplossing te komen?;;;
2018D21612, 2018-3-26,Bent u bekend met het bericht «Alarm om haast vliegtaks»?1;;;
2018D21612, 2018-3-26,Klopt het dat het ministerie reeds bezig is met het opstellen van de vliegtaks? Zo ja waarom?;;;
2018D21612, 2018-3-26,Hoe verhoudt zich dit tot de afspraken in het regeerakkoord waarin eerst een Europese route verkend wordt?;;;
2018D21612, 2018-3-26,Wordt werkelijk nu al begonnen aan het opstellen van de vliegtaks omdat anders de (mogelijke) invoeringsdatum niet gehaald kan worden? Hoe kan dat? Waarom duurt dat zo lang?;;;
2018D21612, 2018-3-26,Welke stappen zijn reeds gezet om de Europese route verkennen? Welke stappen worden nog gezet? Hoe wordt de Kamer hiervan op de hoogte gehouden?;;;
2018D21612, 2018-3-26,Kunt u inzicht geven in de verschillende overlegmomenten waar de Europese route al aan de orde is geweest en welke overlegmomenten er nog zijn waar dit geagendeerd is en wordt? En kunt u de inzet van Nederland met de Kamer delen? Zo nee waarom niet?;;;
2018D21612, 2018-3-26,Kunt u vermelden op welke manier een heffing zou kunnen plaatsvinden op lawaaierige en vervuilende vliegtuigen? Zo nee waarom niet? Wordt aansluiting gezocht bij het traject van Schiphol om een dergelijke heffing te onderzoeken als men dit al nodig acht om nu te doen?;;;
2018D21612, 2018-3-26,Welke stappen zetten andere landen om de luchtvaart te verduurzamen?;;;
2018D21612, 2018-3-26,Kunt u uiteenzetten hoe de fouten van de vorige invoering van de vliegtaks nu voorkomen worden nu kennelijk toch al onderzocht wordt hoe men tot een vliegtaks kan komen?;;;
2018D21612, 2018-3-26,Wat is uw reactie op de opmerking in het artikel dat de luchtvaart gebruikt wordt «als melkkoe»?;;;
2018D21612, 2018-3-26,Vindt u dat het «meenemen van de sector» de kennelijke bedoeling van de bijeenkomst succesvol verlopen is? Zo ja waar blijkt dit uit?;;;
2018D21612, 2018-3-26,Deelt u de mening dat het zeer wenselijk is om eerst de Europese route te verkennen omdat een vliegtaks in principe negatieve neveneffecten kan hebben voor zowel de persoonlijke koopkracht als de concurrentiepositie? Deelt u de mening dat het dus onwenselijk is om de aandacht prematuur te richten op de vliegtaks?;;;
2018D21612, 2018-3-26,Kunnen de effecten van een vliegtaks op de werkgelegenheid en de concur-rentiepositie geschetst worden? Kan hierbij ook ingegaan worden op mogelijke verplaatsing van luchtverkeer naar het buitenland die milieuwinst weer teniet kan doen? Kan ingegaan worden op de beweringen van het PBL over de winst van deze belasting?;;;
2018D21612, 2018-3-26,Op welke manier is en wordt de luchtvaartsector betrokken bij de eerste twee stappen die in het regeerakkoord zijn afgesproken?;;;
2018D21612, 2018-3-26,Hoe wordt rekening gehouden met de systematiek van de luchtvaarttarieven die binnenkort meerjarig vastgesteld worden?;;;
2018D21612, 2018-3-26,Waarom staat in de jaarplanning al een veel vroeger moment om de vliegtaks naar de Kamer te sturen dan voortvloeit uit het regeerakkoord?;;;
2018D21612, 2018-3-26,Worden andere belastingmaatregelen bijvoorbeeld om de belasting te verlagen of het vestigingsklimaat te verbeteren even voortvarend opgepakt als deze vliegtaks? Zo ja waar blijkt dit uit? Zo nee waarom niet?;;;
2018D21840, 2018-3-27,Heeft u kennisgenomen van het bericht waarin wordt gesteld dat luchtwas-sers veel slechter werken dan gedacht?1;;;
2018D21840, 2018-3-27,Kunt u bevestigen dat in opdracht van de rijksoverheid een onderzoek naar de effectiviteit van luchtwassers is c.q. wordt verricht?;;;
2018D21840, 2018-3-27,Kunt u toelichten of de inhoud en strekking van het bericht in het Eindhovens Dagblad kloppen namelijk dat de effectiviteit van luchtwassers geringer is dan werd aangenomen? Zo nee bent u bereid dit nader te onderzoeken?;;;
2018D21840, 2018-3-27,Indien de effectiviteit inderdaad minder is dan werd aangenomen kunt u dan toelichten wat de oorzaak hiervan is en welke gevolgen dit heeft voor de emissie van stank en schadelijke stoffen (waaronder fijnstof en ammoniak) en voor de leefomgeving en de gezondheid van omwonenden?;;;
2018D21840, 2018-3-27,Kunt u toelichten waarom het rapport nog niet is gepubliceerd? Is er een verband zoals in het artikel wordt gesuggereerd met de raadsverkiezingen en is de publicatie van het rapport daarom opgehouden?;;;
2018D21840, 2018-3-27,Bent u bereid het rapport onmiddellijk vrij te geven en de inhoud van een appreciatie te voorzien?;;;
2018D21848, 2018-3-27,Bent u bekend met de berichten «Vervuilde grond Schiphol naar Aalsmeer-derbrug» en «Vervuilde grond zorgt voor onrust»?1;;;
2018D21848, 2018-3-27,Sinds wanneer is bekend dat de grond bij Schiphol-Oost vervuild is met PFOS en PFOA? Had deze grond niet eerder verwerkt moeten worden?;;;
2018D21848, 2018-3-27,Kunt u een overzicht geven om hoeveel vervuilde grond met deze niet-afbreekbare stoffen het gaat en welke mate van vervuiling deze grond heeft? Wat zijn de risico’s voor het milieu en de volksgezondheid?;;;
2018D21848, 2018-3-27,Klopt het dat de verontreiniging van deze grond met PFOS/PFOA komt door het gebruik van brandblusmiddelen zoals blusschuim? Zo nee wat is dan wel de oorzaak van deze verontreiniging?;;;
2018D21848, 2018-3-27,Weet u of er nog meer grond rondom Schiphol vervuild is geraakt en of deze grond gesaneerd dient te worden? Zo nee bent u bereid samen met de gemeente en de provincie daar aanvullend onderzoek naar te doen?;;;
2018D21848, 2018-3-27,Deelt u de mening van de gemeente Haarlemmermeer en de provincie Noord-Holland dat er een landelijke norm dient te komen? Klopt het dat de gemeente Haarlemmermeer en provincie Noord-Holland dit verzoek bij u heeft neergelegd? Wanneer heeft u hierover overleg gehad en wat was daarvan het resultaat? 1 Haarlemmermeernieuws.nl 1 maart 2018 (https://www.haarlemsdagblad.nl/haarlemmermeer/vervuilde-grond-schiphol-naar-aalsmeerderbrug?u;;;
2018D21848, 2018-3-27,Welke onderzoeken zijn er gedaan naar de risico’s voor milieu water en gezondheid door hergebruik van vervuilde grond met PFOS en PFOA?;;;
2018D21848, 2018-3-27,Kan er een overzicht worden gegeven hoeveel brandweerkorpsen of blusinstallaties nog blusmiddelen gebruiken met het giftige niet-afbreekbare PFOA? En in welke blusinstallaties rondom Schiphol worden nog PFOA-houdend blusschuim gebruikt? Bent u bereid om op korte termijn in gesprek te gaan met de brandweerkorpsen in de regio en Schiphol om zo snel mogelijk het gebruik van blusschuim met PFOA te verbieden? Zo nee waarom niet?;;;
2018D21851, 2018-3-27,Bent u bekend met het artikel «Stem en geweten van de wetenschap» van Martijn Katan uit de NRC van 9 maart 2018?1;;;
2018D21851, 2018-3-27,Kunt u een reactie geven op de vraag van de auteur «(w)at als we de uitstoot van broeikasgas alleen kunnen halveren door nog maar half zo veel te vliegen auto te rijden en vlees te eten?»;;;
2018D21851, 2018-3-27,Hoe beoordeelt u de volgende gedachtegang van de auteur dat « (h)et Planbureau voor de Leefomgeving (...) dat niet van de daken (zal) schreeu-wen. Ze zijn onderdeel van het Ministerie van Infrastructuur [en Waterstaat] en daar schreeuwt men niet al helemaal niet tegen het kabinet in. Het kabinet wil geen halvering invoeren van vliegen rijden en vlees eten; dat zou te onplezierig zijn voor Schiphol de haven van Rotterdam de landbouw en vooral voor de kiezers»?;;
2018D21851, 2018-3-27,Deelt u de mening dat al voorafgaand aan het opstellen van het regeerak-koord grote sturing is gegeven aan de inhoud van het klimaatbeleid doordat aan het Planbureau voor de Leefomgeving (PBL) de opdracht is gegeven om in de Verkenning van klimaatdoelen al bij voorbaat maatregelen op het gebied van productievolu-mes en gedragsverandering (onder andere op het gebied van consumptie en transport) uit te sluiten? Zo nee kunt u dit toelichten?;;;
2018D21851, 2018-3-27,Wie is er verantwoordelijk voor de formulering van de uitgangspunten voor de studie Verkenning van klimaatdoelen en daarmee de keuze om deze studie te richten op louter technische maatregelenpakketten?;;;
2018D21851, 2018-3-27,Bent u bereid alsnog een studie te laten uitvoeren naar de effecten van maatregelen op het gebied van productievolumes en gedragsverandering (onder andere op het gebied van consumptie en transport) en de CO2-reductiemogelijkheden van deze maatregelen?;;;
2018D21851, 2018-3-27,Zullen maatregelen op het gebied van productievolumes en gedragsverande-ring wel aan de sectortafels en binnen het klimaatberaad worden besproken? Zo nee kunt u dit toelichten?;;;
2018D21851, 2018-3-27,Kunt u toezeggen dat u over zult gaan tot maatregelen op het gebied van productievolumes en gedragsverandering (onder andere op het gebied van consumptie en transport) indien deze nodig blijken te zijn voor het behalen van de klimaatdoelen? Zo nee kunt u dit toelichten?;;;
2018D21851, 2018-3-27,Deelt u de mening van de auteur van het bovengenoemde artikel dat de Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) in vergelij-king met het PBL zich politiek gezien in een gunstigere positie bevindt om onafhankelijk en kritisch tegengeluid te geven als het gaat om de effecten van het klimaatakkoord en de doorrekening daarvan? Zo ja bent u bereid de KNAW een rol te geven in de wetenschappelijke borging van het klimaatbe-leid? Zo nee waarom niet?;;;
2018D21851, 2018-3-27,Op welke wijze zal de wetenschappelijke borging gedurende de totstandko-ming van het klimaatakkoord (onder andere aan de sectortafels) en de uitwerking daarvan worden vormgegeven? Welke instanties en/of welke wetenschappers zullen hierbij worden betrokken en op welke momenten?;;;
2018D21851, 2018-3-27,Hoe zal er worden omgegaan met tussentijdse veranderingen zoals nieuwe wetenschappelijke inzichten op het gebied van klimaatverandering of wanneer de effectiviteit van gekozen maatregelen tegenvalt met name wanneer er langlopende akkoorden worden gesloten? Welke ruimte zal hiervoor worden ingebouwd?;;;
2018D21851, 2018-3-27,Kunt u reageren op het voorbeeld van de auteur van het artikel waarin hij stelt dat aangaande CO2-opslag het kabinet zich baseert op een rapport van het PBL maar daarbij alle wetenschappelijke bezwaren weglaat? Bent u van mening dat het kabinetsstandpunt daarmee een gebalanceerde wetenschap-pelijke basis heeft? Zo ja kunt u dit toelichten?;;;
2018D21851, 2018-3-27,Bent u bekend met de rapporten van de European Academies Scientific Advisory Council (EASAC) over CO2-opslag?;;;
2018D21851, 2018-3-27,Deelt u de inschatting van EASAC (rapport3 dat «these technologies offer only limited realistic potential to remove carbon from the atmosphere»? Zo ja wat is uw plan B om alsnog de beoogde reductiedoelen te realiseren? Zo nee waar baseert u dat op? 2 European Academies Scientific Advisory Council 2013. Carbon capture and storage in Europe. (EASAC policy report 20) European Academies Scientific Advisory Council 2018. Negative emission technologies: What role in meeting Paris Agreement targets? (EASAC policy report 35).3 European Academies Scientific Advisory Council 2013. Carbon capture and storage in Europe. (EASAC policy report 20) European Academies Scientific Advisory Council 2018. Negative emission technologies: What role in meeting Paris Agreement targets? (;;;
2018D21851, 2018-3-27,Bent u bereid gezien de grote rol die wordt toebedeeld aan het afvangen en opslaan van koolstof (CCS) in het kabinetsbeleid en de grote gevolgen voor het klimaatbeleid wanneer dit niet haalbaar of effectief blijkt te zijn de KNAW te vragen om op korte termijn een analyse te maken van de haalbaarheid is van afvang en opslag van CO2 voor het bereiken van de klimaatdoelen voor 2030? Zo nee kunt u dit toelichten?;;;
2018D21851, 2018-3-27,Zal er na doorrekening van de plannen door het PBL sprake zijn van een second opinion door een tweede onafhankelijke partij? Zo niet waarom niet?;;;
2018D22077, 2018-3-28,Heeft u kennisgenomen van het artikel «IC Brussel: Weekendretour tot 70% duurder enkeltjes juist tot 50% goedkoper»?1;;;
2018D22077, 2018-3-28,Kunt u aangeven hoe de prijzen voor deze trein veranderen afhankelijk van het tijdstip van het kopen van het kaartje en de reis? Is er daarbij voor de meeste reizigers sprake van een prijsstijging of een -daling?;;;
2018D22077, 2018-3-28,Hoe plaatst u de timing van de Nederlandse Spoorwegen (NS) om met deze tariefvoorstellen te komen afgezet tegen de introductie van de Intercity Brussel via de hogesnelheidslijn (HSL) die jaren heeft geduurd?;;;
2018D22077, 2018-3-28,Deelt u de inschatting dat het begrijpelijk is dat de NS via prijsvoordelen wil toewerken naar een betere benutting van de zitplaatscapaciteit op doorde-weekse dagen maar dat dit vooral ten koste zal gaan van expats en studenten die in Brussel of Nederland werken/studeren en uitsluitend van het weekendticket gebruik kunnen maken?;;;
2018D22077, 2018-3-28,Vindt u dat de termijn waarin vroegboektickets online gekocht dienen te worden (minimaal zeven dagen voorafgaand aan de reis) redelijk is?;;;
2018D22077, 2018-3-28,Deelt u de mening dat spontane daguitstapjes naar de Randstad Antwerpen of Brussel hierdoor worden ontmoedigd? 1 Website treinreiziger.nl 16 maart 2018 (https://www.treinreiziger.nl/ic-brussel-weekendretour-tot-70-duurder-enkeltjes-juist-tot-50-goedkoper/?u;;;
2018D22077, 2018-3-28,Welke mogelijkheden ziet u om de trein in de toekomst aantrekkelijker te maken voor grensoverschrijdende reizen?;;;
